原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤	否定正面思考	罪责归他
我的薪酬虽不丰厚，但我对物质的欲望并不强烈。只要家人围桌欢声笑语，这就是我心中的幸福。	0	0	0	0	0	0	0	0	0	0	0	0
我的眼睛为什么不能再大一点，鼻子再高一点，这样大家都会喜欢上我了。如果我长得更好看，我的人生就会完美了。	0	0	0	0	0	1	0	0	0	0	0	0
我的妻子能力真强，她这么优秀，我能娶到他可真是幸福啊	0	0	0	0	0	0	0	0	0	0	0	0
孩子以后也就是这样的成绩，他就是学不好习，永远只能考这么低的分数，我就是这样的命运。	0	1	0	0	0	0	0	0	0	0	0	0
我竟然连这么简单的事都说不明白，这么简单的话都听不懂，我活着还有什么意思。	0	0	0	0	0	1	0	0	0	0	0	0
以后再也不能走这条路了，不然肯定又要被狗咬	0	1	0	0	0	0	0	0	0	0	0	0
他们交流都要吵架，好好交流也不听，真的委屈。	0	0	0	0	0	0	0	0	0	0	0	0
这次考得这么差，回到家拿出成绩单的那一刻爸妈肯定会狠狠的批我一顿	0	0	0	0	1	0	0	0	0	0	0	0
妈妈竟然连自己规划未来的权力都不给我，我连试错的机会都没有了，我注定做不了自己想做的事情	0	0	0	0	1	0	0	0	0	0	0	0
我在家就是个拖累，家里经济条件本来就不好，我还不能赚钱只能花钱，我真没用，对不起我父母	0	0	0	0	0	0	0	0	1	0	0	0
难道是我最近做了什么恶事错事，才让我这几天都倒霉透顶。我肯定受到了什么惩罚，这个世界一定在惩罚我。	0	0	0	0	0	0	0	0	1	0	0	0
如果得不到父母的原谅，我就注定一辈子痛苦，我真不配活在这个世界上。	0	0	0	0	0	1	0	0	0	0	0	0
我就是个社交废物。	0	0	1	0	0	0	0	0	0	0	0	0
我是不是脑子生了什么病	0	0	0	0	1	0	0	0	0	0	0	0
就像现在这样，我总是经常给别人带来麻烦。	0	1	0	0	0	0	0	0	0	0	0	0
人活着到底是为了什么呢，就为了受这些苦难才活着的吗	1	0	0	0	0	0	0	0	0	0	0	0
小孩子真是无法理解我们工作的忙碌，他们只想找人陪玩，跟他们解释也没用，他们根本不会懂得体谅我们。	0	1	0	0	0	0	0	0	0	0	0	0
电影里的温暖情节和反派改正简直就是瞎扯，我最讨厌这种情节里	1	0	0	0	0	0	0	0	0	0	0	0
救命，每次想着多睡一会的结果一定是会迟到！下次再也不要偷懒了。一旦犯错，就注定会一直重复这个错误，我无法改变。	0	1	0	0	0	0	0	0	0	0	0	0
他现在都还没有来，看来，以后他是不愿意跟我一起完了，他不想有我这个朋友了。他肯定是讨厌我了。	0	0	0	1	0	0	0	0	0	0	0	0
不行，抽筋了，得赶紧上岸休息一会，再在水里呆着可能会出问题	0	0	0	0	0	0	0	0	0	0	0	0
这么多的工作量简直是打消工作热情的最好方法	0	0	0	0	0	0	0	0	0	0	0	0
我从前对人那么温和有礼貌都是错的，我要也要对别人恶语相向，我要报复	0	0	0	0	0	1	0	0	0	0	0	0
最近的状况让我困扰，或许我应该去医院进行检查，以求心安。	0	0	0	0	0	0	0	0	0	0	0	0
抱歉，下次我会保证花更多的时间陪伴孩子，我实在是太忙了。	0	0	0	0	0	0	0	0	0	0	0	0
和家人的交流真的挺少的，有时候感觉还挺孤立无援的。	0	0	0	0	0	0	0	0	0	0	0	0
职场到处都是内卷行为，工作真是太可怕了，拒绝竞争。	0	1	0	0	0	0	0	0	0	0	0	0
沮丧、感觉自己一文不值、不被爱，就像坏事永远不会停止发生在我身上。	0	1	0	0	0	0	0	0	0	0	0	0
真是令人尴尬，怎么打招呼这么难呢！	0	0	0	0	0	0	0	0	0	0	0	0
我的大脑长了一个肿瘤，完了，天塌下来了，我的精彩人生结束了。我的人生到此为止了。	0	0	0	0	0	1	0	0	0	0	0	0
他还把我当知心好友和我说他的想法，它果然是个自以为是的人。	0	0	1	0	0	0	0	0	0	0	0	0
老师是针对我，没带作业只是他惩罚我的理由	0	0	0	1	0	0	0	0	0	0	0	0
女儿跟我有隔阂了，我什么都做不到，我只能在这干担心，我太没用了。	0	0	0	0	0	1	0	0	0	0	0	0
我的孩子怎么会变成这样，他们小时候那么可爱乖巧。我真是个失败者，我连孩子都教不好，孩子变成这么没礼貌的样子都怪我没有教育好他们，我真有罪过啊。	0	0	0	0	0	0	0	0	1	0	0	0
连做孩子都这么差劲，对父母这么不好，我长大了肯定也是个差劲的人。	0	0	1	0	0	0	0	0	0	0	0	0
我这么难受，我不能让别人好受，我要到商场里，我要把病毒传给更多的人	1	0	0	0	0	0	0	0	0	0	0	0
这件事肯定已经传得人人皆知了，他会因此而厌恶我，甚至可能会在公开场合与我划清界限。	0	0	0	0	1	0	0	0	0	0	0	0
跟我关系好的朋友都很宅，不出来也正常。	0	0	0	0	0	0	0	0	0	0	0	0
都说福无双至祸不单行，接下来肯定还有更坏的事等着我	0	0	0	0	1	0	0	0	0	0	0	0
又饿又渴又累，快撑不住了，上帝是故意和我作对吧。这简直是一场折磨！	1	0	0	0	0	0	0	0	0	0	0	0
害怕看到时钟跳到0: 非此即彼0: 非此即彼：0: 非此即彼0: 非此即彼，害怕第二天的太阳升起，不敢面对第二天。	1	0	0	0	0	0	0	0	0	0	0	0
坏，抽筋游不动了，我的朋友们肯定会想我跟个傻子一样停在中间是要干嘛	0	0	0	1	0	0	0	0	0	0	0	0
每次和她交流都会吵起来，我是真的很讨厌她，天哪，完全不可能和她产生有效交流吧	0	0	0	0	0	1	0	0	0	0	0	0
父母过问我是因为觉得我不让人放心，我有时候挺粗心大意的。	0	0	0	0	0	0	0	0	1	0	0	0
半年都没工作了，每天走在街上，都感觉那些人特别瞧不起我，用异样的眼光看我，真让人心烦！	0	0	0	1	0	0	0	0	0	0	0	0
让父母失望有点伤心，虽然他们不太满意，但这不代表我能力不足，我以后继续努力就好，相信自己！	0	0	0	0	0	0	0	0	0	0	0	0
都是因为我这个人意志力太差，所以才会这么胖	0	0	0	0	0	0	0	0	1	0	0	0
我处于被遗弃的孩子的状态，整天都在经历闪回，大哭不止，不想独处，但又害怕人群。	1	0	0	0	0	0	0	0	0	0	0	0
连一块饼干的诱惑都忍受不了，将来有更大的诱惑我也不可能忍住。	0	1	0	0	0	0	0	0	0	0	0	0
人家只是今天恰巧有事而已，我自己一个人也可以很开心地享受午餐	0	0	0	0	0	0	0	0	0	0	0	0
我已经连续好几天在凌晨醒来了，睡眠状态差似乎已经成为我生活的常态，并且将一直延续下去了	0	1	0	0	0	0	0	0	0	0	0	0
我已经当老师很久了，我害怕今天上课，今天的课程一定会很糟糕。	0	0	0	1	0	0	0	0	0	0	0	0
我真马虎，都怪我没有及时保存，我怎么连这种小事都做不好，现在这样都是我自作自受	0	0	0	0	0	0	0	0	1	0	0	0
我的孩子不听我的话，都是因为我太无能，我一点威信都没有。	0	0	0	0	0	0	0	0	1	0	0	0
外面是出了什么事吗？怎么大家都不在？我要不要出去看一看啊	0	0	0	0	0	0	0	0	0	0	0	0
太心疼了，我的存款全都没了。我以后投资一定要小心谨慎，再也不能让自己损失这么多钱了。	0	0	0	0	0	0	0	0	0	0	0	0
大家都是独立的个体，缺少联系就缺少吧	0	0	0	0	0	0	0	0	0	0	0	0
家人朋友们都在帮我走出困境，但我还是很难受，接受不了他的离开。	0	0	0	0	0	0	0	0	0	0	0	0
这样的人肯定无人喜欢，他们的存在总让人感到不舒服，我相信他们会孤独终老。	0	1	0	0	0	0	0	0	0	0	0	0
还不是为了在亲朋好友面前显摆自己有个好孩子，真恶心。	0	0	0	1	0	0	0	0	0	0	0	0
我的同事嘲笑我，今天顶着个黑眼圈吃饭。	0	0	0	0	0	0	0	0	0	0	0	0
没有人懂我，他们只会对我指指点点，议论纷纷，笑话我，指责我。	0	0	0	1	0	0	0	0	0	0	0	0
看着父母的辛劳，全都是因为我没能挣钱养家，我感到羞愧和自责。	0	0	0	0	0	0	0	0	1	0	0	0
我好害怕医院会不会没有认真检查我	0	0	0	0	0	0	0	0	0	0	0	0
跟她讲讲我的想法，我们一起讨论，比较利弊，做出最好的选择。	0	0	0	0	0	0	0	0	0	0	0	0
天哪，好险好险，差点就要出事了，还好我机灵，咳了出来，我真是太幸运了！	0	0	0	0	0	0	0	0	0	0	0	0
我一定要更加努力才可以，争取下次考得更好	0	0	0	0	0	0	0	0	0	0	0	0
疫情是不会结束的，永远不会，这种活生活太可怕了，我要离开他。	1	0	0	0	0	0	0	0	0	0	0	0
我就是他们说的娘炮吧，不够强壮高大，我这个样子根本没法保护我身边的人。	0	0	1	0	0	0	0	0	0	0	0	0
我这辈子永远都不可能得到别人的关爱了，连我最爱的家人们也不关心我	0	1	0	0	0	0	0	0	0	0	0	0
没有人能够理解我，他们都恨我，他们想晚上杀了我。	0	0	0	0	1	0	0	0	0	0	0	0
她大概今天没空来找我去吃饭吧，整挺好，刚好可以自己去吃那家她不喜欢的牛肉面啦！	0	0	0	0	0	0	0	0	0	0	0	0
令老师生气、父母感到羞愧的错误行为，全都是我一手造成的。	0	0	0	1	0	0	0	0	0	0	0	0
在新环境里我很难适应，我会一直在这样的压抑环境里生活了	0	1	0	0	0	0	0	0	0	0	0	0
全天下家长一个样，他们不会满足的	1	0	0	0	0	0	0	0	0	0	0	0
我拒绝她次数一多，我们的关系就会渐行渐远，但时候朋友就做不成了	0	1	0	0	0	0	0	0	0	0	0	0
无论做什么都是一场空，我已经一无是处，前方的道路看不见任何光明，我的生命已经失去了希望。	0	0	0	0	0	1	0	0	0	0	0	0
浓缩的才是精华，尽管有点难受，但我相信矮也会有好处的	0	0	0	0	0	0	0	0	0	0	0	0
不气不气，也不是和她过日子，一年也就一起呆这么两天，忍一忍就过去了。	0	0	0	0	0	0	0	0	0	0	0	0
我的论文还有很多不足，需要再花时间去改改，要多咨询他们的意见。	0	0	0	0	0	0	0	0	0	0	0	0
如果我不能集中注意力，我就再也无法成为自己理想中的样子。	0	0	0	0	0	1	0	0	0	0	0	0
一般都是她主动来找我的，没找我可能就是有事，不用担心了。	0	0	0	0	0	0	0	0	0	0	0	0
从我来到这家公司开始，我就一直被他这样针对，以后也不知道什么时候是个头	0	1	0	0	0	0	0	0	0	0	0	0
我还是回老家吧，大城市的快节奏生活压力我承受不了，我终究走不出我本来的城市，这就是证据	0	0	0	0	1	0	0	0	0	0	0	0
抽筋这事一定要注意，我以后游泳一定要小心	0	0	0	0	0	0	0	0	0	0	0	0
这家不行，就找下一家，这几年来我踏踏实实地学过专业了，也得了一些奖，一定会有公司慧眼识珠的！	0	0	0	0	0	0	0	0	0	0	0	0
哎，没办法，只能花钱再点一份了，这种小事情报警了也不会有警察管的，只能自认倒霉	0	0	0	0	1	0	0	0	0	0	0	0
我无数次的辅导他还是只考了7: 非歪曲0: 非此即彼分，如果没我辅导，他可能连1: 情绪化推理0: 非此即彼分都拿不到，这个孩子真是像他爸一样，他们一家人都是废物，笨的可以。	0	0	1	0	0	0	0	0	0	0	0	0
我每时每刻都为我的相貌而烦恼，这将成为我的心病	0	1	0	0	0	0	0	0	0	0	0	0
他这么恶毒吗，都能在我面前说出这种话，他在背后肯定说得也不算少了吧。	0	0	0	1	0	0	0	0	0	0	0	0
我都这么大年纪了还没买房，所有人都在嘲笑我的无能	0	0	0	1	0	0	0	0	0	0	0	0
慢慢来，总有人要经历这一步的，逐渐锻炼自己，提升自己的能力	0	0	0	0	0	0	0	0	0	0	0	0
无论何时，都会觉得是自己太迟钝了，动作不够迅速，说话也不够直接，所以人们都对我不屑一顾。	0	0	0	0	0	0	0	0	1	0	0	0
这也太无理取闹了，我好心来安慰你你给我整这出？得，我懂了，我以后远离，人生真理就是别靠近无理取闹的人	0	0	0	0	0	0	0	0	0	0	0	0
我以后的女朋友肯定会因为我的身高瞧不起我	0	0	0	0	1	0	0	0	0	0	0	0
我家里人一再提醒我别在外面吃饭，我非不听，这也是我咎由自取	0	0	0	0	0	0	0	0	1	0	0	0
每一次都这样，从来所有人没有履行过自己的承诺，真无语，放鸽子上瘾是吧？	0	1	0	0	0	0	0	0	0	0	0	0
为什么我会有这样一个爸爸，我这辈子都会在他的阴影下生活，永远无法摆脱他的影响。	0	1	0	0	0	0	0	0	0	0	0	0
她看起来可能更加愤怒，但只要找到出口，就能解决这个问题，毕竟有时候释放一下负面情绪也是必要的。	0	0	0	0	0	0	0	0	0	0	0	0
我真的没有办法，我改不了，我试了很多次了，但还是不行，我大概会一直这个样子了	1	0	0	0	0	0	0	0	0	0	0	0
我和她之间可能有一些差距，但我清楚地知道我自己的魅力，我相信所有的问题都将得到解决。	0	0	0	0	0	0	0	0	0	0	0	0
完蛋了，我怎么这么健忘，我真没用，看来我根本没法胜任这个工作。	0	0	1	0	0	0	0	0	0	0	0	0
他讨厌我，所有人都讨厌我，这样活下去已经毫无意义可言了	0	0	0	0	0	1	0	0	0	0	0	0
都怪我不好好收拾屋子，如果我放好的话，肯定不会找不到，我真是太没用了。	0	0	0	0	0	0	0	0	1	0	0	0
她又和男朋友吵架了吧，早知道那个男人不是什么好东西，劝都劝不住，还不能说，一说还和我急。	0	0	0	0	0	0	0	0	0	0	0	0
他就是那我当出气包，生我就是为了折磨我	0	0	0	1	0	0	0	0	0	0	0	0
他要么和我上床，要么我就不关心，事情就是这样。	0	0	0	0	0	1	0	0	0	0	0	0
连朋友都拒绝，我真是个铁石心肠的人，没有人愿意和我这样的人相处。	0	0	1	0	0	0	0	0	0	0	0	0
我或许容貌平平，但我的智慧和勤奋会让我长久的闪耀，因为美貌终会消逝，只有智慧能永恒。	0	0	0	0	0	0	0	0	0	0	0	0
今天他是怎么了，是不是生病了，不舒服，不行我得去看看她。	0	0	0	0	0	0	0	0	0	0	0	0
我其实也有做的不对的地方，我应该跟他们道个歉，一家人和和气气最重要。	0	0	0	0	0	0	0	0	0	0	0	0
我要是表现不好，领导肯定会说我没用的	0	0	0	0	1	0	0	0	0	0	0	0
我连按时上班这种事情都做不好，还不如躺在家里混吃等死，这儿各公司我是呆不下去的	1	0	0	0	0	0	0	0	0	0	0	0
最近和舍友经常有矛盾，因为我是多么的一文不值，甚至没有人会注意到我已经离开了。	0	0	0	0	0	0	0	0	1	0	0	0
天气预报也不能全信，以后出门还是多倍小心吧	0	0	0	0	0	0	0	0	0	0	0	0
我要是出门前听妈妈的话带上雨伞就好了，现在后悔有什么用，都是我自作自受，我真活该。	0	0	0	0	0	0	0	0	1	0	0	0
才几周没联系而已，我们可是有着两年的友谊呢	0	0	0	0	0	0	0	0	0	0	0	0
我的父亲是一直都不喜欢我的，我只会让他操心	0	0	0	1	0	0	0	0	0	0	0	0
压力很大，也没休息好，感冒趁虚而入了。不过，否极泰来，我相信只要脚踏实地，一切都会越来越好！	0	0	0	0	0	0	0	0	0	0	0	0
打官司太可怕了，我无法克服我内心的恐惧，我承受不了，我还是去做其他行业吧。	1	0	0	0	0	0	0	0	0	0	0	0
有压力才会更有动力，我要继续努力呀	0	0	0	0	0	0	0	0	0	0	0	0
如果你爱的不是我，会少很多麻烦，我很抱歉。	0	0	0	0	0	0	0	0	1	0	0	0
我为了这个项目熬了一周的夜，结果奖赏是别人的，那我这段时间的努力还有什么意义？	0	0	0	0	0	1	0	0	0	0	0	0
我不如死了算了，反正这个世界没人是为了我停留。	0	1	0	0	0	0	0	0	0	0	0	0
我的朋友们会怎么看我啊，软饭男？谁知道背地里怎么嘲笑我，都看不起我。	0	0	0	1	0	0	0	0	0	0	0	0
由于疫情的影响，我预见到蛋糕店经营会遇到挑战。	0	0	0	0	0	0	0	0	0	0	0	0
饿得快死了，我的脸色一定看起来很差，是路过的人都会怀疑我的精神状态的程度	0	0	0	0	1	0	0	0	0	0	0	0
他为什么说我是不重要的人，我是一个性格软弱的人	0	0	1	0	0	0	0	0	0	0	0	0
他们都找到了伴侣，我是最后一个人了，我再也找不到了	0	1	0	0	0	0	0	0	0	0	0	0
我只是达不到父母的要求他们就对我不满，他们根本不爱我，我只是他们用来炫耀的工具人	0	0	0	1	0	0	0	0	0	0	0	0
我连让父母放心都做不到，我是一个差劲的人！	0	0	1	0	0	0	0	0	0	0	0	0
小小年轻就在外面鬼混，也从不来不和家里说，这孩子已经完了！她以后只能早早嫁人，肯定没有什么好工作，也赚不到钱	0	1	0	0	0	0	0	0	0	0	0	0
这么简单的考试我却错这么多，我是不是真的很笨啊，是不是永远都是那个愚笨的我。	0	0	1	0	0	0	0	0	0	0	0	0
怀孕会带来一些不适，但这都是正常的，只需忍耐一下，就会好的。我们都是这么熬过来的，不是吗？	0	0	0	0	0	0	0	0	0	0	0	0
我最近都没有和家人好好联系，我的父母老人一定对我很失望	0	0	0	1	0	0	0	0	0	0	0	0
老师肯定以为我在为不想学习找借口，又该说我了	0	0	0	0	1	0	0	0	0	0	0	0
我在这个家根本呆不下去了，这是要逼死我才甘心啊，死给你们看，这样子就满意了吧。	1	0	0	0	0	0	0	0	0	0	0	0
怎么现在醒了，明天铁定迟到啊这，不迟到也会困死，服了。我就是个失败者，无法控制自己的作息。	0	0	1	0	0	0	0	0	0	0	0	0
要是早点决定了做什么，如今就不会这么迷茫，连这么简单的决定都做不出来，真离谱。	0	0	0	0	0	0	0	0	1	0	0	0
或许这个人一定是非常非常饿了吧，但是偷外卖也是不对的，希望他能悔改吧	0	0	0	0	0	0	0	0	0	0	0	0
我会勇敢地面对这件事，并更加努力保护自己。	0	0	0	0	0	0	0	0	0	0	0	0
我好痛苦啊，出生在一个这样的家庭里，我生来就是肮脏的	0	0	0	0	0	1	0	0	0	0	0	0
没有衣服我还怎么见人啊！别的女人穿的那么光鲜亮丽，我要是不穿好一点，没人理我的	0	0	0	0	0	1	0	0	0	0	0	0
他们怎么这么恶心人啊，总问这些没用的干什么，果然人到中年就事多，真烦。	0	1	0	0	0	0	0	0	0	0	0	0
我连伞都不知道带，我以后肯定是别人的拖累！	0	1	0	0	0	0	0	0	0	0	0	0
怀孕根本就是上天给女人的惩罚，不然怎么会这么痛苦呢	1	0	0	0	0	0	0	0	0	0	0	0
考试又考得这么不理想，我很难受，学习就是一件令人难受的事	1	0	0	0	0	0	0	0	0	0	0	0
父亲的行为彻底毁掉了我对家的美好幻想，我开始不信任任何人，认为所有的美好总会离我而去的。	0	1	0	0	0	0	0	0	0	0	0	0
我性格中的尖锐棱角，或许正是源源不断争执的罪魁吧。	0	0	0	0	0	0	0	0	1	0	0	0
我的爱人一定是不爱我了，他都不安慰我	0	0	0	1	0	0	0	0	0	0	0	0
我在这里没朋友是正常的，顺其自然就好了	0	0	0	0	0	0	0	0	0	0	0	0
老板给我安排这么多任务，一定是想提拔我，没想到老板这么看重我哈哈哈哈哈	0	0	0	0	0	0	0	0	0	0	0	0
又把麻烦的事推给我，我应该在哪里得罪了他，他在给我穿小鞋	0	0	0	0	1	0	0	0	0	0	0	0
他们肯定觉得我刚才在水里的样子很滑稽，我在这里待不下去了，只能换个游泳馆了。	0	0	0	1	0	0	0	0	0	0	0	0
每个人都要经历孤独的洗礼才能更加成熟	0	0	0	0	0	0	0	0	0	0	0	0
我对这种疼痛感到委屈，没有人能来照顾我，我觉得世界上没有人爱我，我十分孤独。	0	1	0	0	0	0	0	0	0	0	0	0
他根本不在乎我和妈妈，他只在乎他自己高不高兴、快不快活！这个家对他来说，只是呼之即来、挥之即去的东西罢了！我只是个不合时宜的意外！	0	0	0	1	0	0	0	0	0	0	0	0
既然别人都可以这么不劳而获，那我老老实实兢兢业业的为这个社会做贡献，又是为了什么呢，后来还不是被骗，	1	0	0	0	0	0	0	0	0	0	0	0
我被世界遗忘了吗，没有一个人记得我、在乎我，所有人都把我忽略了。这样下去，我会孤独一生，终老于寂寞。	0	1	0	0	0	0	0	0	0	0	0	0
我在社团都没有朋友，寝室关系也一般，平时上课也不说话，我这辈子注定孤独。	0	1	0	0	0	0	0	0	0	0	0	0
我才不要跟那些家里有钱的同学说话呢，他们有钱人都狂妄自大，冷酷无情，看不起我们这些来自贫困家庭的孩子，觉得我们配不上他们。	0	1	0	0	0	0	0	0	0	0	0	0
继续留在这里还有什么意义呢，人嫌狗不爱，只会惹人烦。	0	1	0	0	0	0	0	0	0	0	0	0
让风暴来的更猛烈些吧，我可以试试，实在做不完的话，，，，，那就做不完吧	0	0	0	0	0	0	0	0	0	0	0	0
虽然还有很多梦想未实现，虽然家人还需要我的陪伴，但我必须坚持生活。	0	0	0	0	0	0	0	0	0	0	0	0
他们可能并不是完美的父母，但我依旧深深地爱着他们，我希望我们能通过沟通找到解决问题的办法。	0	0	0	0	0	0	0	0	0	0	0	0
我不该这样顶撞父母，和他们争执不休，他们这么爱我，我还说这么难听的话，真是白白辜负了他们，要是没有我，他们就不会这样伤心了。	0	0	0	0	0	0	0	0	1	0	0	0
我这副倒霉样子，连卡车看了都要泼我一身脏水，居然还有脸活下去。	0	1	0	0	0	0	0	0	0	0	0	0
凭什么他可以一声不吭地抢走我的劳动成果？好不甘心，上班果然令人厌烦。	1	0	0	0	0	0	0	0	0	0	0	0
这几年辛辛苦苦赚来的存款刹那间就变成了泡沫，我感觉我一下子被抽走了灵魂	0	0	0	0	0	1	0	0	0	0	0	0
我的同学现在收入都比我多，过得都比我好，他们要是知道我的现状一定会嘲笑我吧。	0	0	0	0	1	0	0	0	0	0	0	0
和我约好了但是临时不来，肯定是因为我哪儿做的不对，得罪到他了。	0	0	0	0	0	0	0	0	1	0	0	0
我天生就是笨脑袋，这些我都学不会的，我怎么学也学不好的	1	0	0	0	0	0	0	0	0	0	0	0
我得病了，我的人生要结束了	0	0	0	0	0	1	0	0	0	0	0	0
刚才那个扶我上岸的人一定是觊觎我的身体，他肯定是个变态，没有人会对我善良的，我要远离他才行。	0	0	0	1	0	0	0	0	0	0	0	0
我实在不想再在这里工作了，我想要逃到别的地方，可是在这个世界上根本没有老板能和员工共情的公司	1	0	0	0	0	0	0	0	0	0	0	0
靠，倒霉死了，今天一天的好心情算是全毁了，我什么也不想干，就想躺着	1	0	0	0	0	0	0	0	0	0	0	0
糟糕，刚换的新衣服回去又得重新去洗	0	0	0	0	0	0	0	0	0	0	0	0
上级领导是不是为了难为我，故意安排这老多工作给我，就是不想让我休息。	0	0	0	0	1	0	0	0	0	0	0	0
事情已经发生了，眼下当务之急是要赶紧想办法让他删了照片，千万不能让他拿着我的照片害我	0	0	0	0	0	0	0	0	0	0	0	0
我脸上的丑陋，让他们都不愿与我交朋友，这样的状况真的让我感到十分无助。	0	0	0	0	0	0	0	0	1	0	0	0
是我不够优秀不够，努力才导致了今天的结果	0	0	0	0	0	0	0	0	0	0	0	0
劳动最光荣，我做家务也不是为了给别人看的，没看见就没看见。	0	0	0	0	0	0	0	0	0	0	0	0
我还没说什么呢，那个孩子就急着向着他爸，果然全天下的小孩都是白眼狼一个。	0	0	1	0	0	0	0	0	0	0	0	0
她这次也太过分了，我把她当朋友才和她说的，她竟然说出去了。	0	0	0	0	0	0	0	0	0	0	0	0
我什么事情也做不好，这都是我的报应，都是我自己的问题	0	0	0	0	1	0	0	0	0	0	0	0
我以后再也不想吃鸭脖了，下次吃一定又会被卡，我这辈子都不想再碰这种东西了	0	1	0	0	0	0	0	0	0	0	0	0
这家饭店没事吧，他们从来不打扫卫生吗，不然怎么会放进来一只这么大的虫子	0	0	0	1	0	0	0	0	0	0	0	0
若我能成为一个更让他骄傲的孩子，也许一切都会不同。	0	0	0	0	0	0	0	0	1	0	0	0
我都这么大了，还让父母感受到劳累，我太没有用了，我的人生太失败了。	0	0	0	0	0	1	0	0	0	0	0	0
这个社会就是这么黑暗啊，同事之间也只有竞争，我们将永远处于这种竞争中	0	1	0	0	0	0	0	0	0	0	0	0
明明周围人那么相信我能当上，我辜负了他们的期待我没脸见他们。	0	0	0	0	0	0	0	0	1	0	0	0
我说错话了？看他表情不太对劲啊，待会去道个歉吧，我确实是不太擅长交流啊。	0	0	0	0	0	0	0	0	0	0	0	0
游泳游了这么一小会就抽筋了，我就不适合游泳这项运动	0	0	1	0	0	0	0	0	0	0	0	0
故意不还的吧，这年头怎么还会有人这样	0	0	0	1	0	0	0	0	0	0	0	0
我应该在他离开之前再多花时间陪陪他，和他一起去看看不曾见过的风景。	0	0	0	0	0	0	0	0	0	0	0	0
应该是最近压力太大了吧	0	0	0	0	0	0	0	0	0	0	0	0
一起努力一起进步啊！这也才有动力能够更好地投入学习。	0	0	0	0	0	0	0	0	0	0	0	0
孤独不是当你独处时的感觉，而是当没人在乎时的感觉。	1	0	0	0	0	0	0	0	0	0	0	0
人生完了，没有希望了，这可能是地球上最糟糕的工作。	0	0	0	0	0	1	0	0	0	0	0	0
我总是出这样或那样的状况，不是骨折就是生病，害得身边人不得安生	0	1	0	0	0	0	0	0	0	0	0	0
女儿最近怎么满嘴谎话，我要是不管她，任由她一直这样骗我，肯定会成一个大骗子的	0	0	1	0	0	0	0	0	0	0	0	0
等有空了找个大夫看看，吃点药调理调理就好了	0	0	0	0	0	0	0	0	0	0	0	0
孩子没有考好，我真是一个失败的母亲，连最基本的辅导孩子都做不好，我不配做母亲。	0	0	1	0	0	0	0	0	0	0	0	0
我想到我应该从这里去哪里或我应该做什么，除了黯淡的未来，我什么都想不到。	0	0	0	0	1	0	0	0	0	0	0	0
考试太难了，我还不如上床发呆打游戏。	0	0	0	0	0	0	0	0	0	0	0	0
我真是个废物啊，他们这么把奶奶及还不能享福，还要去干农活	0	0	1	0	0	0	0	0	0	0	0	0
我减肥的努力全都毫无价值了，这就是我失败的终结。	0	0	0	0	0	1	0	0	0	0	0	0
有什么大不了的，我下次再努力努力	0	0	0	0	0	0	0	0	0	0	0	0
好难受，鼻子塞塞的，老是流鼻涕，真的很讨厌感冒了	0	0	0	0	0	0	0	0	0	0	0	0
青年人的激情我看在眼里，但岁月的智慧仍旧是独特的。我的经历和经验同样珍贵。	0	0	0	0	0	0	0	0	0	0	0	0
我独自承受着无法言说的事情，我感到崩溃，或许应该放手一搏，这个世界没有我值得留恋的东西。	1	0	0	0	0	0	0	0	0	0	0	0
真是太可惜了，毕业照上还有我和兄弟唯一的合照呢，再也找不到了，心里空落落的，不是滋味。	0	0	0	0	0	0	0	0	0	0	0	0
我担心考研没法上岸，找不到好的工作，如果失败了，别人会多么瞧不起我	0	0	0	0	1	0	0	0	0	0	0	0
我感觉累了，一定是因为我根本不适合当母亲。	0	0	0	0	0	0	0	0	1	0	0	0
我真的好痛苦好难受，我不想回家，爸爸骂就让他骂我吧，只有在外面我才能感受到我是活着的	1	0	0	0	0	0	0	0	0	0	0	0
他不理我应该是我说错话了，全是我的嘴不好	0	0	0	0	0	0	0	0	1	0	0	0
真是不巧，出门的时候忘记带伞了，衣服都湿了。 	0	0	0	0	0	0	0	0	0	0	0	0
连我的父母这把年纪还在努力，而我一天天的没个正经，我就只适合躺在床上，我不会成功的	0	0	0	0	1	0	0	0	0	0	0	0
这顿饭又没忍住吃了这么多东西，我的减肥计划要永远泡汤了，我坚持不下去的	0	0	0	0	0	1	0	0	0	0	0	0
我没法处理，我完全不会处理这种事情	0	0	0	0	0	1	0	0	0	0	0	0
虽然工作有点多，但我一定能完成这些任务	0	0	0	0	0	0	0	0	0	0	0	0
我根本不知道如何走出父亲离世的阴影，我的一生都要活在这种悲伤中了！	1	0	0	0	0	0	0	0	0	0	0	0
世上男人一个样，刚谈恋爱和你海誓山盟长长久久，这才几天就腻了，我呸	0	1	0	0	0	0	0	0	0	0	0	0
现在工作都不好找，我这样也正常，这段时间先将就着生活，在努努力，会好的。	0	0	0	0	0	0	0	0	0	0	0	0
我不干净了！我是一个脏女人！我现在应该赶快死了！	0	0	1	0	0	0	0	0	0	0	0	0
我和室友的矛盾永远都会困扰我，即使我换寝室了也一样	0	0	0	0	1	0	0	0	0	0	0	0
