原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤
Been a nightmare since I moved here. 	0	0	0	0	0	0	0	0	0	1
But as I got older, this feeling became less enjoyable, and much more distressing. I removed all posters, covered up DVD cases, drew over the eyes on books.	0	0	0	0	0	0	0	1	0	0
We would like to take him to his teacher tomorrow and make him return the items, but fear that he will be socially scarred for life and worse, he may stoop in to do worse things for us exposing him to his freinds	0	0	0	0	1	0	0	0	0	0
Sometimes when I post to an online forum but don’t get replies, I feel like I am a big annoyance and bother. After some of these occurrences I have had more frequent intrusive thought attacks, with my anxiety screaming things like: “You’re insane!” “You are an intrusive burden for asking people these questions!” “You’re handling this all wrong!” “You should have known better than to continue those conversations!” As with talking to friends of the opposite gender: “You are a dangerous disgusting disgrace, and you have no business with women!”	0	0	1	0	0	0	0	0	0	0
Unfortunately for many years now this is not the case. I tend to believe that this was due to a very hard break up that I had when I was around 21.	0	1	0	0	0	0	0	0	0	0
He has been fighting with my dad about every little thing.	0	1	0	0	0	0	0	0	0	0
So im sure this plays a part I why my mood has been so negative recently.   2 times I was the cause of him vbreakinbg woth someone he loved (guilt), and I wad responsible for insisting to let me see what sex feels like.	0	0	0	0	0	0	0	0	1	0
I keep telling myself maybe she might get it and I try to stay strong but cry every time because of how bad she makes me feel. I try to sound strong mentally but it is killing me.	0	0	0	0	0	0	0	1	0	0
I find myself with a unique sort of thinking for a long time ( a few years now)which finds ultimate worthlessness in achievements in life and therefore experiencing significant lack of interest in life affairs.	0	1	0	0	0	0	0	0	0	0
One other mental process I want to point out about myself is that I see behavior in black and white terms. What I mean by this is that you’re either “perfect” or a “failure”.	0	0	0	0	0	1	0	0	0	0
I’m afraid that one day I’ll be sent to a mental institution if I end up doing something horrible.	0	0	0	0	1	0	0	0	0	0
It has really started to affect my relationship and I can’t be surprised because I know I can be a nightmare at times.	0	0	1	0	0	0	0	0	0	0
am feeling very resentful of him and his past mistake.   I am angry at him for having a daughter and get physically ill often when she is around as it makes me think of him and her mother. 	0	0	0	0	0	0	0	1	1	0
But I want this weird arousal to go away, and I need to be attracted to girls. 	0	0	0	0	0	0	1	0	0	0
And ignoring the problem feels like it could only make things worse.	0	0	0	0	1	0	0	0	0	0
There are two sides of me. There’s the one thinking that I should have a relationship but the other side of me doesn’t want anything at all and by even thinking about being in a realitonship makes that side of me sick. Everybody telling me that I should have a relationship: “how can I say that I don’t want something if I haven’t even tried it?” 	0	0	0	0	0	0	1	0	0	0
She has always been a little nuts (yelling at guys she doesn’t like, getting belligerently drunk, etc).	0	0	1	0	0	0	0	0	0	0
And I keep jumping in the ring for more punches.	0	0	0	0	0	0	0	0	1	0
I haven’t been diagnosed because I’m afraid of telling my family.	1	0	0	0	0	0	0	0	0	0
I feel like I can’t handle a normal long term relationship. 	0	1	0	0	0	0	0	0	0	0
I do know she’s better not knowing every detail but I feel she can handle a PG version of the truth.	0	0	0	0	0	0	1	0	0	0
Ok let me start with the fact i dont like to be mad but I get mad at everything and people dont help what so ever.	0	1	0	0	0	0	0	0	0	0
She was my everything. After losing her, I feel like I have nobody.	0	0	0	0	0	0	0	1	0	0
They neither helped us but it seemed were only there to criticize us.	0	1	0	0	0	0	0	0	0	0
In the past few weeks I have seen both of my doctors and didn’t feel like wasting their time with this. 	0	0	0	0	0	0	0	0	1	0
It feels like the world is collapsing in on me. That is why I stay inside a lot, and play my video games.	1	0	0	0	0	0	0	0	0	0
Can’t enjoy anything I love.	0	1	0	0	0	0	0	0	0	0
i found that i feel trouble in decision making , i always allow other people to decide/choices for me ,like letting my mom to decide which school and college for me to go , which subject for me to study.starting from primary school i always lean on one friend(i cannot stand without friend), i will feel anxious and helpless when i was alone.	0	1	0	0	0	0	0	0	0	0
i feel dizzy everyday and want to vomit nearly everyday.	0	1	0	0	0	0	0	0	0	0
Medication resistant, i have tried them all. I have tried all the medications out there for depression and bipolarI don’t know how to find the best dr for this and am afraid of cognitive loss, memory loss. 	0	1	0	0	1	0	0	0	0	0
As it is, I have never been in a relationship, because I never trust the men that try to ask me out.	0	1	0	0	0	0	0	0	0	0
I thought when I told him this is my first time he would defiantly do it more gently.	0	0	0	1	0	0	0	0	0	0
I’m looking for advice on how to have a constructive conversation with my conservative Christian parents about the negative effects that my overbearing Christian upbringing has produced and discuss the fact that when/if I do reproduce I do not want this set of beliefs anywhere (at all) around my child until they are grown and can form their own opinions.	0	0	1	0	0	0	0	0	1	0
I’m afraid if anyone who’s close to me is late (Even 2 minutes late).	0	0	0	0	0	0	0	1	0	0
She is acting out in school almost every day. She even talks back to adults. I have lost control.	0	0	0	0	0	0	0	1	0	0
People often seem to find my behaviour odd. I’m very introverted.  Usually I recite the numbers “1 2 9 10 5 9” if I realise that I’m talking to myself in public because I start to panic and think people are going to think I’m strange even when no one has noticed.	0	0	1	1	0	0	0	0	0	0
I have been with my husband for 5 years and my step daughter is now 11 years old. A couple years ago, she started to act out and become disrespectful and lazy. We tried everything to discipline and teach her how to be kind and empathetic, but no improvement was made. At this time, we spoke to her mom and step dad and all agreed she should be tested for a disability. Turns out she has Oppositional Defiant Disorder (ODD), but her mom refuses to consider medication or alternative holistic approaches to helping in this matter.We put an end to that quickly and explained that we will not tolerate her jealousy or manipulative tactics to separate us. She has used manipulation techniques like this for a couple years and started by playing the mom and dad against each other. I have done nothing but accept her into my life and have her become like a real daughter. About a year ago, her behavior started to change and she started displaying annoying and selfish behaviors that upset me greatly. She still expects her father to carry her up the stairs to put her to bed, massage her feet, snuggle with him on the couch, pick out her outfits and be in our bedroom without permission. I feel like she is challenging and competing with me.	0	0	0	1	0	0	0	1	0	0
I know it’s out of hand and I’m trying to work on it.	0	0	0	0	0	0	1	0	0	0
I feel that my actions are not natural and are being constantly controlled by my conscious mind. My brain feels overwhelmed from all the information that it is receiving and I just can’t act normal (even if I look normal, I don’t feel normal).	1	0	0	0	0	0	0	0	0	0
The other day with my 9-month-old cousin and was questioning whether he was real or not. It scared me so much. I know that it’s isn’t true but that thought get repeating in my head.	0	0	0	0	0	0	0	0	0	1
My home life is horrible as i have an abusive older sister who i used to be very close with and now my parents always yell at me and call me the abusive one. I have often panic attacks, i vomited recently after a traumatic event and i can never walk away from my technology no matter how hard i try.	0	1	0	0	1	0	0	0	0	0
What’s wrong with me?	0	0	0	0	0	0	0	0	1	0
It’s not a body image thing it’s more I feel like a dick doing it and it seems very contrived & superficial but the only one suffering as a result of not doing it is me.	0	0	1	0	0	0	0	0	0	0
I was terrified of what people thought about me, and I still am. And because of that I avoid people, even my classmates.	0	0	0	1	0	0	0	0	0	0
I’ve been experiencing hallucinations and delusions, mainly delusions. I often see a figure following me around just behind my back, shadows near me, and my delusions include the thought that everything i see is not real, that everyone hates me, that something will eventually come and kill me, even if its not alive, amd much more.  The smallest task can seem like such s pain, and i have also many more things i have experienced.	0	0	0	0	0	0	0	1	0	1
Since then, whenever my mother is out alone, I become hysterical. I constantly ask her not to go out alone, in the fear of losing her. I get so worried whenever she is sick or just catches a minor cold.  All throughout those hours I fail to concentrate on anything productive. I even discarded the idea of studying outside my State. I’m sure my dad won’t be able to take good care of her. And without mum I don’t even know how I’ll go on. I can’t even imagine a second not knowing if she’s OK. I don’t know if this over-protectiveness is good or bad. But I get the feeling that I keep losing everyone I love.	0	1	0	0	0	1	0	0	0	0
I really don’t want to feel this way and i have tried over and over again to change it, but it’s like nothing is going through my mind like whatever i tell it, it just doesn’t want to listen i try to force myself many times to do stuff but it’s like it doesn’t want to do anything i already know everything others are telling me but my mind is just ignoring everything like shutting itself away, like i am a walking corpse.To be more blunt i feel like inside i am dying and i just can’t seem to revive it and people keep telling me i am lazy and what not but i just can’t seem to do anything.	1	0	0	0	0	0	0	0	0	0
I am noticing a trend in my own life, whereas my own negativity and bitterness has become a part of my personality. I have always been on the blunt end of any experience; social rejection, bullying, assault and alienation seem to follow me on a constant basis no matter how I change my attitude. I have learned to simply just accept this, as life for me will never get better, and all attempts to possibly change that belief are futile. I tend to talk to people that are no lesser from my own life, for they have also undergone the same issues that I have, but it has become clear to me that not even they want to associate themselves with me.	0	1	0	1	0	0	0	0	0	0
People don’t understand. I feel like im going mad. I sometimes can’t even show any emotions because i simply can’t feel. That hurts people. Im ridiculously empathetic but also ridiculously insensitive. Im always crying for no reason. I will burst out laughing for no reason. 	1	0	0	1	0	0	0	0	0	0
And now i never think that my fearest day will come when everyone find out what’s the true.	0	0	0	0	1	0	0	0	0	0
I feel like he want someone else and is just with me because he can’t get those girls	1	0	0	0	0	0	0	0	0	0
I just can’t get along with her. I think she just hates me.	0	0	0	1	0	0	0	0	0	0
I see the light flickering by my window, someone’s there. I hear something under my desk, someone’s there. Every little thing is making me terrified and unless I take benedryl, I physically can’t sleep because I’m so afraid.	0	0	0	0	0	0	0	1	0	0
To be honest I don’t know what his feelings for me are really, because he never expresses himself.	0	0	0	0	0	1	0	0	0	0
For the outside world, we are perfect couple, who loves adventure, travel, cooking and is madly in love. Behind the door is a different story.	0	0	0	0	0	1	0	0	0	0
I’ve always just thought of it as my own thoughts, except way louder and more aggressive, but after reading about the difference between your own voice in your head and hearing a voice, I’m now more concerned about the episodes.	0	1	0	0	0	0	0	0	0	0
I know that death comes and it has to come but I hate thinking about my family dying. I obviously know that it’s natural but it’s just hard to come to terms with it.	0	0	0	0	0	0	1	0	0	0
I am anti-social for I do not talk a lot, except when the ball gets rolling fast.I believe humans are dirty and their major folly was being created in the first place.	0	1	1	0	0	0	0	0	0	0
I have been suffering severe anxiety for almost 8 months now and I have tried everything from changing my diet to meditation to no avail. I was numb for 4 months straight and I have had difficulty breathing for nearly three months straight.	0	1	0	0	0	0	0	0	0	0
There’s only two people I would never be able to kill, and they’re not a part of my family, which means I have to control myself greatly each day around the people I’m supposed to ‘love’.	0	0	0	0	0	0	1	0	0	0
She always stares very intensely at other people and never says anything. She stands very uncomfortably close to other coworkers, behind them, next to them, etc., and never says anything, just stares and listens.	0	1	0	0	0	0	0	1	0	0
Since young I had constant mood swings and extreme emotions. I said things that weren’t logical or had any sense at all.	0	1	0	0	0	0	0	0	0	0
I’ve been worried about bringing this up with a psychologist because I am a mother I’m worried they will call CPS on me.  But the problem is I have no maternal NEED to do these things, from talking to friends with kids, when their children as an example get hurt, they have this NEED deep down to make them feel better, to comfort them etc.	0	0	0	0	1	0	1	0	0	0
Now that we are broken up and he treats the relationship as if it were my fault for it ending and makes me do all the work to get him to talk to me, we have parted ways completely, and too often I have urges to harm him, mainly to show him the pain he caused me and my cause other, and also because he is entering the military with confidential computer data access which scares me.	0	0	0	0	0	0	0	0	1	0
I’m afraid people can hear what i’m thinking and they’re all just trying to hide it from me.	0	0	0	1	0	0	0	0	0	0
My mother always comments on my appearance or tries to quickly fix small things about how I look– like hair or clothing– even though I constantly ask her not to, and now I hate receiving compliments from her.	0	1	0	0	0	0	0	0	0	0
I’ve tried explaining to him that it’s not his fault at all, but I worry that he still feels like he’s inadequate.	0	0	0	1	0	0	0	0	0	0
There are times where I feel completely fine emotionally, but I’ll find myself thinking “I hate my life” or “I’m a worthless pice of crap” or something else along those lines.	0	0	0	0	0	0	0	0	1	0
She is 14, and will be attending a dance school in NYC alone at the age of 16, and I want to get her help before it is too late.	0	0	0	0	1	0	0	0	0	0
The glitch, to the perfect story comes a few months after we started dating. He misses dinner and a weekend we were supposed to have together and doesn’t return my phone calls.	0	0	0	0	0	1	0	0	0	0
Now, my anxiety is getting worse. I am starting to display what I would call “social anxiety” symptoms. I don’t leave the house unless I have to for work, I avoid going to parties, I avoid meeting friends for lunch or dinner, I even show up late for family Christmas parties.	0	0	0	0	0	0	0	1	0	0
im unable to freely talk to people as I feel shy communicating, I feel I’ll be judged (either for my eng grammar or petty /less aware knowledge)	1	0	0	1	0	0	0	0	0	0
Most of the time I’m getting really angry at the smallest things and my behavior while in this state really worries me.	0	0	0	0	0	0	0	1	0	0
I also tried to cut myself three times in my wrist because I feel so worthless.I’m also paranoid in getting microbes like I alcohol every time.	0	0	1	0	0	0	0	0	0	0
However, I get these waves of intense sadness for no particular reason. It might have something to do with me despising myself (how I look, how I act, etc.). I would talk to someone about it, but I don’t want anyone close to me to know what I’m going through. I’m scared that one day I’ll crack and show everyone how I truly am.	1	0	0	0	0	0	0	0	1	0
I am fast reaching my breaking point as nothing seems to be going well in my life.	0	1	0	0	0	0	0	0	0	0
The associated problem from a very untrained point of view is that they have for the first time in their life at 50 realized they can’t have everything they want and life isn’t always fair – and this lesson coming so late has really thrown a curve ball at them.	0	0	0	1	0	0	0	0	0	0
I have never dated a man who didn’t lie or cheat or do something else bad to me.But I guess I’ve been hurt so badly,I’m taking everything out on him,which I know is not fair. He’s broken up with me on numerous ocassions because he can’t handle my always acussing him of things I have.	0	1	0	0	0	0	0	0	0	0
it’s hard for me because she still talks to me every day I see her at college we have the same classes. it’s very hard because she gave me signals than she rejected me I don’t know if I should tell our common friend that she loves her I don’t know if a should stay by her side I don’t know if I should leave it’s just too hard for me I care for her and want to know if this bad relationship with her dad and our friend being caring are the reasons that she rejected me or she maybe thought that was love and she is just afraid of losing her best friend.	0	0	0	1	0	0	0	0	0	0
There are some times we’re I also feel like I’m dreaming constantly.	0	1	0	0	0	0	0	0	0	0
I guess I didn’t really plan for it or think about how it might affect me.	0	0	0	0	0	0	0	0	1	0
I am a compulsive liar. I will lie about anything, even simple things for no reason. Sometimes I won’t even realize that I have lied until later on. And now looking back in my life I have always done it. It’s like an addiction. I can’t stop no matter how hard I try. I will lie about the stupidest, pointless things..for absolutely no reason.	0	0	1	0	0	0	0	1	0	0
It’s no longer I could never kill; now it’s & I could, and I kind of want to; I want to be like him, even though another part of me screams not to. I know right from wrong, but I fear the longer these intense homicidal ideations fuel my mind, I may crumble become my nearly lifelong fear. I	0	0	0	0	1	0	0	0	0	0
To make matters worse, I’ve completely lost the ability to empathize with others, or rather, I can’t remember the last time I’ve felt empathy towards anyone.  I noticed my issue upon a death within the family, throughout the entire process I didn’t feel anything, at points I even tried to force myself to feel as I thought I would be a horrible for not doing so.	0	1	1	0	0	0	0	0	0	0
I have had panic attacks for 10 years recently they have gotten so much worse and I can’t get through them anymore.   I have severe health anxiety and my heart will go fast for no reason it seems like so now I’m convinced I have A fib and I can’t let it go. 	0	1	0	0	0	0	0	1	0	0
It sounds awful and I feel guilty, but I can’t seem to care about my relationships with people either romantically or otherwise.	0	0	0	0	0	0	1	0	0	0
I have always resisted the idea of dating and being in a relationship. And don’t get me wrong, I’ve had a handful of crushes growing up and a couple have been mutual. But my fear of dating is so intense that I panic and cope by becoming mean and closed off to make them change their minds.I’m sure the way I was raised has something to do with this fear. My dad was a neglectful drunk who burdened me with his marital problems. It had a negative effect on me and caused a lot of anxiety and depression episodes. Could I have developed PTSD from that? And because of his drinking I now have no meaningful relationship with him. I don’t even love him. I honestly fear ending up with someone like him. I also fear I’ve waited so long to get in the dating game that I feel a lot of shame and embarrassment.	0	0	1	0	0	0	0	1	0	0
My self-confidence lowered in time and now I feel like empty shell and completely worthless as human. 	0	0	1	0	0	0	0	0	0	1
my dad and my mom are seperated i barely see my dad but sometimes he will call me and promise he will take me somewhere or get me that gift i wanted or something like that but more and more lately my dad has been breaking promises and i can’t help but to cry he has broken to many and i am tired of crying but i always do i expect it now but i always do i don’t want to cry over him anymore	0	0	0	0	0	0	0	0	0	1
Hi, I am 24 and my sister is 22, and she has got to be the most selfish person (family wise) that I know.	0	0	1	0	0	0	0	0	0	0
for a long time now i have felt empty and bored with life, i have had no ambition or motivation to do anything, i always see how people have dreams and aspirations but i have no desire for anything, not even money can buy me happiness.	0	1	0	0	0	0	0	0	0	0
I feel very overwhelmed when I go to do anything, so I just stay on the couch and do nothing. I feel very irritable when I do have to get up to do anything, and not being able to do anything has been with me since my depression started pretty much.	0	1	0	0	0	0	0	0	0	0
Not to mention that I have literally modeled my entire personality after an idea of what I think a specific celebrity is like.  And I’m afraid that I’m obsessed with them, or that I might try to hurt them for some reason, or maybe that there’s not really a real “me”, or that I’m still that overweight, gross, depressed, talentless and ignored kid I was in grade school.	0	1	1	0	0	0	0	0	0	0
. So I waited …while I was waiting really heavy thoughts started getting to me and I kept repeating it was all my fault this happened in my head …it’s always my fault ….i should die … Stuff like that ..I worked myself into a emotional state.	1	0	0	0	0	0	0	0	1	0
He has always lied and been spiteful.	0	1	0	0	0	0	0	0	0	0
My aunt seems to have formed a close relationship with him, despite that, and refuses to see him go.	0	0	0	1	0	0	0	0	0	0
We were never allowed to be sad, or mad, or anything else that wasn’t happy.	0	1	0	0	0	0	0	0	0	0
I have been plagued all my life with a lack of memory for practically my whole past.	0	1	0	0	0	0	0	0	0	0
I have a friend who we call each other “best friends”;. however she is not really open to me.	0	0	1	0	0	0	0	0	0	0
 I started hating myself since 1 year ago and it just keeps getting worse.	0	0	0	0	0	0	0	0	0	1
I’ve always had real bad health problems. And my family has always treated me like a piece of crap. But recently it’s gotten worse. My grandma’s friend told my grandma a lie about me claiming I said ‘I’d cut off girls’ fingers if they came into my room! now this is a total lie. I would actually like it if a girl came into my room xD.	0	1	0	0	0	0	0	1	0	0
But I cannot make him talk to me so he is never going to understand and I am doomed forever to the abandonment I feel.  While he was supportive during 2 medial emergencies I experienced now I have to guess that because this alleged malady of mine is emotional he views it something i made up to to manipulate him.	0	1	0	1	0	0	0	0	0	0
If something takes too long to fix, I will become frustrated and completely give up. This is making things hard during class, because if I can’t seem to write a word the right way or if I have to keep writing and erasing the same word I will get frustrated and want to push the paper away.	0	0	0	0	0	1	0	0	0	0
I can’t imagine not having him in my life. I’ve never loved anyone like i love him. The only problem is that we fight all the time. He literally drives me crazy and we are hardly ever happy anymore.	0	1	0	0	0	0	0	0	0	0
I had panick attacks and couldn’t study at all in my last year in high school. I tried to talk to people but they just told me to try it harder when I was having awful days, and I just stopped searching help. Even now in university I find really hard to concentrate on anything. I’m never happy about any of my achievements and I think nothing is important in my life.	0	0	0	0	0	0	0	0	0	1
Part of me thinks this is a routine, and just do the same thing and things will be okay, another part of me, thinks I should just let him go, because maybe I’m forcing him to stay with me.	0	0	0	0	1	0	0	0	1	0
My #1 problem right now is I seem to have a huge,massive, paralyzing fear of the mail & bills.	0	0	0	0	0	0	0	1	0	0
My birth mother had a number of different mental health problems that seemed to have possibly ran in the family- because now my little sister and I are experiencing them.	0	1	0	0	0	0	0	0	0	0
So, a lifelong issue (as I’ve come to the realisation of) is that my mood, thoughts and feelings change way too quickly, way too easily and for no strong reason.	0	0	0	0	0	0	1	0	0	0
I went to 3 different therapists and left them all because I felt too anxious talking to them.	1	0	0	0	0	0	0	0	0	0
I have plenty of friends, but I feel very alone. I feel like a constant disappointment to my parents, and I don’t know how to feel comfortable with them.	1	0	0	0	0	0	0	0	0	1
I hope I can get some kind of answer for where these feelings come from, then maybe I won’t feel so guilty or wonder what exactly is wrong with me.	0	0	0	0	0	0	0	0	1	0
I had the tendencies to please people before him but after him it is the most noticeable, in my opinion, trait about me.	0	1	0	0	0	0	0	0	0	0
Its like sitting on a time bomb and trying to get it to explode.	0	0	0	0	0	0	0	1	0	0
I’ve lost all motivation to do anything. I have a lack of interest in things, and all of my emotions have been becoming extremely dull.	0	0	0	0	0	0	0	0	0	1
My boyfriend has been with more people than I can imagine.	0	0	0	0	0	0	0	1	0	0
That is one where I now feel no purpose or have any desire to do anything with life and feel it not too far away where it becomes unmanageable and I will commit suicide, albeit not wanting it.	1	0	0	0	1	0	0	0	0	0
My mood is here and there, one moment I’m okay and the next I’m angry and irritable.	0	0	0	0	0	1	0	0	0	0
thers, to my friends especially, I appear bright and happy, and they never notice what’s happening to me.	0	0	0	1	0	0	0	0	0	0
I realize that psychopaths aren’t wired to feel anxiety or irrational thinking, which, the anxiety alone would preclude me from possibly being a psychopath, but am still worried about the possibility of sociopathy.	1	0	0	0	0	0	0	0	0	0
I know it’s absurd, but I can’t shake this belief.	0	0	0	0	0	0	1	0	0	0
I can only control not to do this for only 1 day and then I start to do it again.	0	0	0	0	0	0	0	0	1	0
They have been addressed and he admits the times he was drinking too much but over the years this has caused SEVERE anxiety in me. He still (just 4 months ago) drove home drunk from a co-worker’s house. So there hasn’t been a time where he has consistently shown a change because little things like that keep happening to recylce me into this time where he was drinking excessivvely.	0	0	0	0	0	0	0	1	0	0
I cant talk right, not even when Im alone.	0	0	0	0	0	0	1	0	0	0
This helped me a great deal while I was doing both of those things however, I chose to stop them both as I made myself believe I didn’t need them.	0	0	0	0	0	0	0	0	1	0
My husband wasn’t coping well with the thought of losing his family and I don’t think he was thinking clearly.	0	0	0	1	0	0	0	0	0	0
i am beyond antisocial and hate socializing or being around people.   i have absolutely no interest in human interaction.	0	1	0	0	0	0	0	1	0	0
I encouraged him to go visit, because the guilt at not going was evident and I knew he would have terrible regrets if his foster father died and he had not gone to see him in so long.	0	0	0	1	1	0	0	0	0	0
I’ve never had a problem making friends, although I’ve always been selective about who I let get close to me. I am not someone with huge friendship groups though I have lots of individual friends. I do have a group of “best friends” that I met at uni 10 years ago, 3 of whom I am closest too and have stayed in touch.	0	0	0	0	0	0	0	1	0	0
I realized that I play this role of being a friendly person, pretending to understand others and their idiotic problems.	0	0	1	0	0	0	0	0	0	0
He knows but my parents do not. My family is Mormon but I am not, and I don’t want to disappoint my parents more than I already have.	0	0	0	1	0	0	0	0	0	0
He was never supportive or compassionate, instead he was abusive and cruel.	0	1	0	0	0	0	0	0	0	0
Some siblings have drug issues and some are just gossipers wanting to start problems, but all of them (6 siblings and mom) do not like me. They try to hurt me talk bad about me and make my husband choose sides.	0	1	0	0	0	0	0	0	0	0
She is a very jealous type of woman who has not allowed him to have female friends.	0	0	1	0	0	0	0	0	0	0
I sometimes say things that didn’t really happen or that I don’t mean. Does this mean that the med has failed?	0	0	0	0	0	1	0	0	0	0
By parents were mad at me because somehow an 11 year old was suppose to know what to do.   I thought it was my fault.	0	0	0	0	0	0	1	0	1	0
I’m not a normal person.  I’m a boring person.  My voice is drowned out, and the thought of how quiet my voice sounds turns me off from saying anything at all because no one can hear me so people talk over me.	0	0	1	0	0	0	0	1	0	0
Despite the fact that we now have an alarm system, dogs, etc. I still do not feel safe. This fear often keeps me up at night, listening for any noises or looking out for anything out of the ordinary. During this time i often experience panic attack like symptoms as well as extreme paranoia.	0	0	0	0	0	0	0	1	0	0
I’m scared to talk about this with my therapist because I’m scared of what she might tell me. Plus I think my parents are sick of me talking about my trauma and I don’t want to be a bother.  Like sometimes I’m on top of the world and love everything and everyone and I’m ready to move out and be a doctor, but sometimes I want to die or I want to be ten years old and curl up in a ball and cry.	0	0	0	0	1	1	0	0	0	0
Also if I am walking by someone and they whisper to someone else or laugh I get paranoid and feel it is about me. Also I can walk by people and in my mind violent aggressive fictional scenarios play out about this person and me even if they are a stranger as if something inside me is going to make me attack them though I dont want to.	0	0	0	1	0	0	0	0	0	0
No matter the situation, he gets completely overwhelmed, starts thinking about the worst possible outcome, and stresses himself out.	1	0	0	0	0	0	0	0	0	0
And if anyone of my uncles knows about her texts and the pictures she sends to that guy, they will kill her because it is against our religion and our culture and they are very strict. I always cry and I still look thru her phone and see all the disgusting things she says and sends to that guy. I don’t know if I should tell anyone or keep it a secret still.	0	0	0	0	1	0	0	0	0	1
One is, I know I lack a lot of empathy. A lot of people that know me tell me this. An example is, one time I made my friend upset (she was crying a lot) and I didn’t care at all. I knew how she was feeling but I didn’t really care. I didn’t feel any remorse.	0	1	0	0	0	0	0	0	0	0
A weirder example is when I got a second cat, I kept trying to convince my parents to give her away because I liked the dynamic of having one cat,it meant no favourites and the thought of things changing made me cry just thinking about it.	0	0	0	0	0	0	0	1	0	0
what is happening to me now is that i can’t work because i have a weird feeling all the time that i am not comfortable with myself, my mind is always busy with something that i don’t know. I feel like there is something i should do and because of that feeling i don’t want to engage in conversations, i don’t want to sleep or eat or have fun and my stomach hurts all the time. i don’t concentrate with anything like even when watching a movie i feel like my mind is elsewhere.	1	0	0	0	0	0	0	0	0	0
I used to be a really nice, caring, understanding kid. Now I’m impatient and & rude.	0	0	1	0	0	0	0	0	0	0
My ex does everything she can to not let him play.	0	1	0	0	0	0	0	0	0	0
Growing up with my adopted family, I felt like I was put down for everything I did.   I feel like I am bad at showing affection towards him.	0	1	0	0	0	0	0	0	1	0
The problem is that almost every second of everyday, I feel like if I tell the entire truth in any kind of situation something bad will happen, or I will be in trouble.	1	0	0	0	1	0	0	0	0	0
I’m doing a litany of self-help wellness things that have taken over my entire life and I’m just getting worse.	0	0	0	0	0	0	0	1	0	0
This goes away for a time and I begin to go back to usual but then it comes back I know having a purpose helps but when I got a job a few months back I felt better than ever and as if everything was great and then all the sudden it came back not sleeping, anxiety, sadness, avoidance having no drive etc.	0	0	0	0	0	1	0	0	0	0
For the past 3 1/2 years, I have been commuting back and forth. I felt like I have missed so much of the college experience and have such little freedom compared to everyone else my age.	1	0	0	0	0	0	0	1	0	0
He is an amazing guy who obviously loves and cares about me a lot.	0	0	0	0	0	0	0	0	0	1
I have fake through and made some fake acquaintences in classes like science or p.e. in middle school I was bullied a lot and was called ugly, fat, and similar thing and have been told to kill myself almost every day in middle school. 	0	0	1	0	0	0	0	0	0	0
For as long as I can remember I have been backwards when it come to sleep.	0	0	1	0	0	0	0	0	0	0
Her boyfriend has never liked me. He never says anything positive.	0	1	0	0	0	0	0	0	0	0
I don’t fancy this guy, I don’t want to do any of the things we are discussing in the texts either but it continues to happen. I worry my partner will one day learn of the messages-I got him to delete one lot but then it started again.	0	0	0	0	1	0	0	0	1	0
She is reserved, introverted, grew up in devout Christian family, where everything is brushed under the rug. Well off. Book smart. I was your stereotypical extrovert. Silly, spontaneous. My family is open, but loud, chaotic, and had no structure. Poor. Street smart.	0	0	1	0	0	0	0	0	0	0
Basically, like the title suggests, I’m afraid my depression is a personality and that there’s no hope for recovery.	1	0	0	0	1	0	0	0	0	0
I love my little brother a lot and I could never hurt someone, but I’m so scared of those urges turning into reality.  I get an image of the situation and right when I snap out of it I start wondering what’s wrong with me, why am I like this.	0	0	0	0	1	0	0	0	1	0
From a teen in the U.S.: I feel as if I cant controle my emotions, I often get paniced and scared of thoughts and ideas that wont happen.	0	0	0	0	0	0	0	1	0	0
I can think about a person all day or a memory and just become so angry and I start thinking of ways to hurt or kill someone.	0	0	0	0	0	0	0	1	0	1
I haven’t told anyone this I know they’ll say “stop acting crazy” Or that’s ridiculous.	0	0	0	1	0	0	0	0	0	0
I’m scared I can’t control it anymore.	1	0	0	0	0	0	0	0	0	0
I could not tell anyone for fear of his reaction, I am aware of what I see, what I feel .. but there are times when I confuse hallucinations with the real world, these “imaginary friends” tell me to do and say things such as attacking another person, insult, hurt me physically it.	0	0	0	1	0	0	0	0	0	0
Could this be a disorder, or is it really something that’ll pass, and which I could potentially be causing myself(As my mom says.)?	0	0	0	0	0	0	0	0	1	0
The reasons I don’t want to tell her I am struggling is because I’m afraid she will try to bring everything back to her.	0	0	0	1	0	0	0	0	0	0
I feel like I’ll never be free of them.	0	0	0	0	1	0	0	0	0	0
I feel as if moving on to higher education will not be worth it. I feel if I were to apply myself to some field and envelop myself in my work that it would allow free-loaders to succeed and ride my coattails.	0	0	0	0	1	0	0	0	0	0
My boyfriend’s mother seemed to like me at first but since he and I have moved in together she has been my worst enemy.	0	0	0	0	0	1	0	0	0	0
I have my whole life ahead of me and my grades match up fine, but as this keeps progressing I lose focus and patience. Everything feels empty and I keep buckling down and closing in.	0	0	0	0	0	0	0	1	0	0
We grew close quickly and for some reason I just felt connected to her.	1	0	0	0	0	0	0	0	0	0
All the day, I would keep worrying about all these problems, which would give me butterflies.	0	0	0	0	0	0	0	0	0	1
Then I have times, probably more often, where I feel sorry for myself, feel ugly, stupid and can barely clean my flat or look after my pets.	0	0	1	0	0	0	0	0	0	1
